sys1_isoBas_0010.rec ( 6094 Echant/voies ) Période acquisition :100ms
Date :01/09/2023 10:01:56
Temps	y[V]	u[V]	phi[V]	y_avant[V]	
11000,000000	-1,7219e-005	4,4960e+001	7,1763e-003	2,9923e-004	
11100,000000	1,0523e-005	4,4963e+001	7,6395e-003	3,0344e-004	
11200,000000	-9,7574e-006	4,4956e+001	8,0989e-003	3,4687e-004	
11300,000000	2,6211e-005	4,4956e+001	8,5258e-003	3,4553e-004	
11400,000000	1,7219e-006	4,4963e+001	8,9147e-003	3,8226e-004	
11500,000000	3,8264e-005	4,4952e+001	9,2673e-003	3,8169e-004	
11600,000000	1,6836e-005	4,4952e+001	9,6085e-003	4,1880e-004	
11700,000000	3,9412e-005	4,4956e+001	9,9077e-003	4,1593e-004	
11800,000000	2,4872e-005	4,4956e+001	1,0220e-002	4,4348e-004	
11900,000000	4,4195e-005	4,4971e+001	1,0476e-002	4,3851e-004	
12000,000000	2,4680e-005	4,4956e+001	1,0725e-002	4,6453e-004	
12100,000000	5,3570e-005	4,4952e+001	1,0966e-002	4,6300e-004	
12200,000000	3,6734e-005	4,4956e+001	1,1192e-002	4,8806e-004	
12300,000000	4,7830e-005	4,4952e+001	1,1374e-002	4,8022e-004	
12400,000000	4,0178e-005	4,4956e+001	1,1568e-002	4,9323e-004	
12500,000000	3,4629e-005	4,4956e+001	1,1736e-002	4,9782e-004	
12600,000000	3,8647e-005	4,4960e+001	1,1919e-002	4,8309e-004	
12700,000000	1,5688e-005	4,4948e+001	1,2086e-002	5,0165e-004	
12800,000000	3,8647e-005	4,4960e+001	1,2248e-002	4,8768e-004	
12900,000000	9,1834e-006	4,4956e+001	1,2388e-002	5,0452e-004	
13000,000000	1,4923e-005	4,4956e+001	1,2529e-002	4,9380e-004	
13100,000000	1,7219e-006	4,4960e+001	1,2630e-002	4,9533e-004	
13200,000000	-4,7830e-006	4,4956e+001	1,2763e-002	4,9571e-004	
13300,000000	1,0714e-005	4,4956e+001	1,2896e-002	4,9973e-004	
13400,000000	5,9310e-006	4,4960e+001	1,3022e-002	5,3015e-004	
13500,000000	4,0369e-005	4,4960e+001	1,3114e-002	5,2097e-004	
13600,000000	1,6071e-005	4,4956e+001	1,3203e-002	5,5196e-004	
13700,000000	6,8302e-005	4,4952e+001	1,3291e-002	5,5196e-004	
13800,000000	6,1032e-005	4,4960e+001	1,3375e-002	5,9042e-004	
13900,000000	7,6146e-005	4,4956e+001	1,3464e-002	5,7913e-004	
14000,000000	8,1120e-005	4,4952e+001	1,3525e-002	6,0075e-004	
14100,000000	7,9398e-005	4,4952e+001	1,3619e-002	6,0879e-004	
14200,000000	5,9310e-005	4,4952e+001	1,3676e-002	5,6784e-004	
14300,000000	3,5012e-005	4,4952e+001	1,3771e-002	5,8544e-004	
14400,000000	3,2142e-005	4,4952e+001	1,3849e-002	5,6172e-004	
14500,000000	3,1185e-005	4,4945e+001	1,3891e-002	5,6669e-004	
14600,000000	3,4629e-005	4,4948e+001	1,3977e-002	5,9769e-004	
14700,000000	7,5572e-005	4,4952e+001	1,4029e-002	5,8965e-004	
14800,000000	8,8199e-005	4,4956e+001	1,4076e-002	6,3882e-004	
14900,000000	8,4564e-005	4,4948e+001	1,4111e-002	6,3557e-004	
15000,000000	8,9730e-005	4,4952e+001	1,4174e-002	6,1299e-004	
15100,000000	4,0369e-005	4,4963e+001	1,4215e-002	6,0094e-004	
15200,000000	4,9744e-005	4,4948e+001	1,4307e-002	6,0745e-004	
15300,000000	7,5189e-005	4,4952e+001	1,4330e-002	6,0247e-004	
15400,000000	9,3748e-005	4,4956e+001	1,4364e-002	6,6810e-004	
15500,000000	1,0236e-004	4,4956e+001	1,4400e-002	6,5910e-004	
15600,000000	9,5087e-005	4,4948e+001	1,4444e-002	6,3481e-004	
15700,000000	5,5101e-005	4,4960e+001	1,4501e-002	6,2696e-004	
15800,000000	4,1325e-005	4,4952e+001	1,4545e-002	6,2773e-004	
15900,000000	1,1403e-004	4,4948e+001	1,4595e-002	6,3768e-004	
16000,000000	9,8531e-005	4,4960e+001	1,4591e-002	6,8321e-004	
16100,000000	9,8722e-005	4,4952e+001	1,4644e-002	6,6771e-004	
16200,000000	7,4041e-005	4,4956e+001	1,4700e-002	6,4762e-004	
16300,000000	7,0789e-005	4,4945e+001	1,4719e-002	6,3021e-004	
16400,000000	7,7485e-005	4,4948e+001	1,4764e-002	6,8780e-004	
16500,000000	1,3469e-004	4,4956e+001	1,4801e-002	6,9947e-004	
16600,000000	1,2761e-004	4,4952e+001	1,4799e-002	6,7862e-004	
16700,000000	6,8684e-005	4,4952e+001	1,4846e-002	6,5834e-004	
16800,000000	7,5572e-005	4,4956e+001	1,4896e-002	6,6523e-004	
16900,000000	1,3259e-004	4,4952e+001	1,4940e-002	6,8589e-004	
17000,000000	1,3622e-004	4,4956e+001	1,4940e-002	7,1363e-004	
17100,000000	1,1020e-004	4,4945e+001	1,4949e-002	7,0119e-004	
17200,000000	8,7625e-005	4,4956e+001	1,4991e-002	6,6025e-004	
17300,000000	8,6477e-005	4,4960e+001	1,5060e-002	6,6408e-004	
17400,000000	1,0924e-004	4,4960e+001	1,5071e-002	7,1803e-004	
17500,000000	1,4770e-004	4,4952e+001	1,5106e-002	7,3621e-004	
17600,000000	1,3086e-004	4,4956e+001	1,5132e-002	6,9985e-004	
17700,000000	8,9347e-005	4,4963e+001	1,5149e-002	6,8302e-004	
17800,000000	9,3748e-005	4,4952e+001	1,5184e-002	7,0770e-004	
17900,000000	1,4579e-004	4,4960e+001	1,5209e-002	7,2434e-004	
18000,000000	1,4368e-004	4,4963e+001	1,5212e-002	7,0445e-004	
18100,000000	8,3416e-005	4,4952e+001	1,5273e-002	6,9105e-004	
18200,000000	8,8773e-005	4,4956e+001	1,5294e-002	6,9488e-004	
18300,000000	1,4445e-004	4,4948e+001	1,5317e-002	7,2396e-004	
18400,000000	1,5363e-004	4,4948e+001	1,5321e-002	7,2549e-004	
18500,000000	9,1452e-005	4,4960e+001	1,5359e-002	7,0445e-004	
18600,000000	9,6235e-005	4,4956e+001	1,5378e-002	7,0005e-004	
18700,000000	1,5325e-004	4,4952e+001	1,5411e-002	7,3276e-004	
18800,000000	1,5191e-004	4,4960e+001	1,5428e-002	7,1937e-004	
18900,000000	9,5852e-005	4,4952e+001	1,5451e-002	7,0100e-004	
19000,000000	1,0905e-004	4,4956e+001	1,5481e-002	7,2874e-004	
19100,000000	1,6913e-004	4,4960e+001	1,5498e-002	7,5668e-004	
19200,000000	1,5153e-004	4,4960e+001	1,5536e-002	7,1899e-004	
19300,000000	1,1613e-004	4,4956e+001	1,5573e-002	7,0961e-004	
19400,000000	1,4120e-004	4,4956e+001	1,5573e-002	7,6988e-004	
19500,000000	1,5459e-004	4,4960e+001	1,5567e-002	7,6567e-004	
19600,000000	1,1575e-004	4,4960e+001	1,5620e-002	7,1057e-004	
19700,000000	1,4560e-004	4,4960e+001	1,5658e-002	7,2281e-004	
19800,000000	1,7736e-004	4,4952e+001	1,5651e-002	7,6854e-004	
19900,000000	1,2570e-004	4,4956e+001	1,5672e-002	7,4922e-004	
20000,000000	1,1288e-004	4,4952e+001	1,5689e-002	7,2626e-004	
20100,000000	1,7525e-004	4,4948e+001	1,5716e-002	7,6261e-004	
20200,000000	1,6913e-004	4,4956e+001	1,5727e-002	7,3774e-004	
20300,000000	1,2168e-004	4,4960e+001	1,5757e-002	7,2071e-004	
20400,000000	1,5708e-004	4,4952e+001	1,5752e-002	7,6854e-004	
20500,000000	1,6148e-004	4,4956e+001	1,5778e-002	7,8002e-004	
20600,000000	1,2665e-004	4,4952e+001	1,5834e-002	7,2836e-004	
20700,000000	1,7429e-004	4,4956e+001	1,5826e-002	7,5687e-004	
20800,000000	1,7965e-004	4,4952e+001	1,5834e-002	7,4673e-004	
20900,000000	1,3737e-004	4,4960e+001	1,5866e-002	7,2549e-004	
21000,000000	1,7123e-004	4,4960e+001	1,5864e-002	7,8059e-004	
21100,000000	1,4292e-004	4,4952e+001	1,5893e-002	7,6816e-004	
21200,000000	1,2608e-004	4,4952e+001	1,5921e-002	7,4539e-004	
21300,000000	1,8367e-004	4,4948e+001	1,5925e-002	7,9877e-004	
21400,000000	1,4980e-004	4,4948e+001	1,5965e-002	7,2377e-004	
21500,000000	1,7123e-004	4,4952e+001	1,5986e-002	7,5266e-004	
21600,000000	1,9457e-004	4,4956e+001	1,5980e-002	7,6337e-004	
21700,000000	1,3335e-004	4,4948e+001	1,6005e-002	7,4501e-004	
21800,000000	1,8711e-004	4,4952e+001	1,5986e-002	7,8729e-004	
21900,000000	1,4292e-004	4,4952e+001	1,6019e-002	7,6930e-004	
22000,000000	1,4292e-004	4,4952e+001	1,6057e-002	7,7409e-004	
22100,000000	1,8807e-004	4,4956e+001	1,6062e-002	8,0489e-004	
22200,000000	1,3699e-004	4,4952e+001	1,6076e-002	7,4711e-004	
22300,000000	2,1084e-004	4,4956e+001	1,6102e-002	7,9743e-004	
22400,000000	1,7793e-004	4,4948e+001	1,6104e-002	7,5878e-004	
22500,000000	1,7774e-004	4,4952e+001	1,6144e-002	7,6165e-004	
22600,000000	2,1485e-004	4,4960e+001	1,6123e-002	8,0011e-004	
22700,000000	1,4387e-004	4,4960e+001	1,6152e-002	7,4596e-004	
22800,000000	1,9457e-004	4,4952e+001	1,6154e-002	8,1446e-004	
22900,000000	1,6243e-004	4,4956e+001	1,6173e-002	7,9016e-004	
23000,000000	1,5248e-004	4,4948e+001	1,6203e-002	7,7696e-004	
23100,000000	1,9840e-004	4,4948e+001	1,6209e-002	8,2134e-004	
23200,000000	1,5861e-004	4,4963e+001	1,6253e-002	7,6529e-004	
23300,000000	2,0854e-004	4,4960e+001	1,6236e-002	7,9762e-004	
23400,000000	1,8195e-004	4,4960e+001	1,6236e-002	7,6318e-004	
23500,000000	2,0051e-004	4,4956e+001	1,6282e-002	7,7619e-004	
23600,000000	2,2576e-004	4,4945e+001	1,6274e-002	8,0680e-004	
23700,000000	1,5708e-004	4,4956e+001	1,6291e-002	7,6184e-004	
23800,000000	2,0816e-004	4,4963e+001	1,6278e-002	8,1388e-004	
23900,000000	1,5994e-004	4,4960e+001	1,6310e-002	7,8021e-004	
24000,000000	1,9821e-004	4,4952e+001	1,6339e-002	8,2823e-004	
24100,000000	1,7984e-004	4,4960e+001	1,6320e-002	8,1273e-004	
24200,000000	1,7123e-004	4,4960e+001	1,6367e-002	8,0432e-004	
24300,000000	2,0605e-004	4,4948e+001	1,6346e-002	8,2211e-004	
24400,000000	1,5784e-004	4,4960e+001	1,6381e-002	7,7849e-004	
24500,000000	2,2155e-004	4,4956e+001	1,6364e-002	8,2383e-004	
24600,000000	1,7181e-004	4,4952e+001	1,6404e-002	7,7275e-004	
24700,000000	2,2385e-004	4,4952e+001	1,6409e-002	8,2000e-004	
24800,000000	1,9343e-004	4,4956e+001	1,6415e-002	7,7964e-004	
24900,000000	2,1964e-004	4,4960e+001	1,6447e-002	8,0355e-004	
25000,000000	2,1734e-004	4,4952e+001	1,6447e-002	7,9494e-004	
25100,000000	2,1141e-004	4,4956e+001	1,6457e-002	7,9398e-004	
25200,000000	2,3035e-004	4,4960e+001	1,6459e-002	8,0776e-004	
25300,000000	1,9553e-004	4,4948e+001	1,6495e-002	7,8767e-004	
25400,000000	2,3475e-004	4,4952e+001	1,6486e-002	8,2632e-004	
25500,000000	1,8845e-004	4,4960e+001	1,6512e-002	7,8518e-004	
25600,000000	2,3418e-004	4,4956e+001	1,6476e-002	8,2574e-004	
25700,000000	1,7965e-004	4,4952e+001	1,6526e-002	7,8251e-004	
25800,000000	2,3609e-004	4,4960e+001	1,6516e-002	8,2727e-004	
25900,000000	1,9151e-004	4,4952e+001	1,6545e-002	7,8978e-004	
26000,000000	2,4508e-004	4,4945e+001	1,6537e-002	8,3244e-004	
26100,000000	2,0165e-004	4,4956e+001	1,6573e-002	8,0145e-004	
26200,000000	2,4738e-004	4,4967e+001	1,6571e-002	8,3225e-004	
26300,000000	1,9936e-004	4,4948e+001	1,6590e-002	7,9647e-004	
26400,000000	2,3609e-004	4,4948e+001	1,6566e-002	8,2689e-004	
26500,000000	2,1122e-004	4,4945e+001	1,6621e-002	8,0126e-004	
26600,000000	2,4030e-004	4,4960e+001	1,6608e-002	8,2651e-004	
26700,000000	2,2825e-004	4,4952e+001	1,6646e-002	8,1981e-004	
26800,000000	2,1179e-004	4,4960e+001	1,6621e-002	8,0814e-004	
26900,000000	2,4757e-004	4,4960e+001	1,6636e-002	8,3129e-004	
27000,000000	2,0376e-004	4,4948e+001	1,6667e-002	8,0374e-004	
27100,000000	2,4814e-004	4,4948e+001	1,6648e-002	8,5616e-004	
27200,000000	1,8118e-004	4,4948e+001	1,6678e-002	8,0508e-004	
27300,000000	2,4585e-004	4,4952e+001	1,6669e-002	8,6439e-004	
27400,000000	1,9725e-004	4,4952e+001	1,6701e-002	8,3072e-004	
27500,000000	2,0682e-004	4,4952e+001	1,6669e-002	8,4679e-004	
27600,000000	2,1065e-004	4,4948e+001	1,6730e-002	8,6324e-004	
27700,000000	1,9496e-004	4,4952e+001	1,6690e-002	8,3244e-004	
27800,000000	2,2710e-004	4,4956e+001	1,6722e-002	8,6650e-004	
27900,000000	1,9821e-004	4,4956e+001	1,6741e-002	8,2058e-004	
28000,000000	2,3934e-004	4,4956e+001	1,6712e-002	8,6343e-004	
28100,000000	2,1294e-004	4,4956e+001	1,6768e-002	8,1101e-004	
28200,000000	2,5197e-004	4,4952e+001	1,6731e-002	8,4909e-004	
28300,000000	2,3284e-004	4,4956e+001	1,6775e-002	8,2440e-004	
28400,000000	2,3953e-004	4,4960e+001	1,6770e-002	8,2268e-004	
28500,000000	2,6517e-004	4,4952e+001	1,6804e-002	8,6267e-004	
28600,000000	2,1945e-004	4,4960e+001	1,6806e-002	8,1446e-004	
28700,000000	2,5809e-004	4,4960e+001	1,6800e-002	8,8448e-004	
28800,000000	2,4260e-004	4,0927e+000	1,6787e-002	8,6420e-004	
28900,000000	2,5561e-004	-1,3617e-001	1,6617e-002	8,2115e-004	
29000,000000	2,2404e-004	-2,2695e-002	1,6085e-002	7,9609e-004	
29100,000000	2,1868e-004	-3,7826e-002	1,5453e-002	7,4673e-004	
29200,000000	2,0720e-004	-3,0261e-002	1,4700e-002	7,2033e-004	
29300,000000	2,1543e-004	-2,2695e-002	1,3991e-002	6,9718e-004	
29400,000000	2,2786e-004	-3,0261e-002	1,3238e-002	6,5796e-004	
29500,000000	2,0797e-004	-2,6478e-002	1,2561e-002	6,4150e-004	
29600,000000	2,3762e-004	-2,2695e-002	1,1854e-002	6,0419e-004	
29700,000000	2,2040e-004	-2,6478e-002	1,1253e-002	6,1357e-004	
29800,000000	2,5771e-004	-3,4043e-002	1,0640e-002	5,6669e-004	
29900,000000	2,3877e-004	-3,0261e-002	1,0104e-002	5,8851e-004	
30000,000000	2,6632e-004	-2,2695e-002	9,5608e-003	5,5981e-004	
30100,000000	2,6441e-004	-2,6478e-002	9,0958e-003	5,5158e-004	
30200,000000	2,6020e-004	-3,0261e-002	8,5830e-003	5,3321e-004	
30300,000000	2,7206e-004	-2,6478e-002	8,1770e-003	5,0528e-004	
30400,000000	2,4910e-004	-2,6478e-002	7,7386e-003	5,0796e-004	
30500,000000	2,7359e-004	-3,0261e-002	7,3822e-003	4,6778e-004	
30600,000000	2,4202e-004	-2,6478e-002	6,9896e-003	4,7601e-004	
30700,000000	2,6211e-004	-2,2695e-002	6,6827e-003	4,3966e-004	
30800,000000	2,4164e-004	-1,8913e-002	6,3243e-003	4,4827e-004	
30900,000000	2,6020e-004	-1,8913e-002	6,0651e-003	4,1287e-004	
31000,000000	2,3016e-004	-1,8913e-002	5,7468e-003	4,2052e-004	
31100,000000	2,5254e-004	-2,6478e-002	5,5047e-003	3,8379e-004	
31200,000000	2,2633e-004	-3,0261e-002	5,2493e-003	3,9604e-004	
31300,000000	2,3915e-004	-2,6478e-002	5,0072e-003	3,5662e-004	
31400,000000	2,0931e-004	-2,6478e-002	4,7728e-003	3,6198e-004	
31500,000000	2,2538e-004	-3,0261e-002	4,5650e-003	3,3233e-004	
31600,000000	1,9878e-004	-2,2695e-002	4,3535e-003	3,4725e-004	
31700,000000	2,2997e-004	-3,0261e-002	4,2029e-003	3,1453e-004	
31800,000000	2,0491e-004	-3,0261e-002	3,9989e-003	3,3845e-004	
31900,000000	2,2920e-004	-2,6478e-002	3,8674e-003	3,1147e-004	
32000,000000	1,9725e-004	-1,5130e-002	3,6844e-003	3,1453e-004	
32100,000000	2,0414e-004	-2,6478e-002	3,5567e-003	2,8507e-004	
32200,000000	1,9209e-004	-2,6478e-002	3,3928e-003	3,1358e-004	
32300,000000	2,3246e-004	-1,5130e-002	3,2784e-003	2,8583e-004	
32400,000000	1,8711e-004	-2,6478e-002	3,1507e-003	3,0095e-004	
32500,000000	2,1179e-004	-3,0261e-002	3,0440e-003	2,6728e-004	
32600,000000	1,9285e-004	-1,8913e-002	2,9144e-003	2,9923e-004	
32700,000000	2,2021e-004	-2,2695e-002	2,8267e-003	2,7302e-004	
32800,000000	1,8711e-004	-2,2695e-002	2,7066e-003	2,8335e-004	
32900,000000	2,2366e-004	-2,2695e-002	2,6323e-003	2,6651e-004	
33000,000000	2,0318e-004	-2,2695e-002	2,5313e-003	2,9234e-004	
33100,000000	2,2767e-004	-2,2695e-002	2,4474e-003	2,5905e-004	
33200,000000	2,1658e-004	-2,6478e-002	2,3616e-003	3,0018e-004	
33300,000000	2,3494e-004	-2,2695e-002	2,3025e-003	2,7244e-004	
33400,000000	2,1600e-004	-2,2695e-002	2,2187e-003	2,9540e-004	
33500,000000	2,4145e-004	-2,6478e-002	2,1634e-003	2,7684e-004	
33600,000000	2,1141e-004	-2,6478e-002	2,0700e-003	2,8583e-004	
33700,000000	2,3341e-004	-2,2695e-002	2,0395e-003	2,7589e-004	
33800,000000	2,1734e-004	-1,8913e-002	1,9289e-003	2,6096e-004	
33900,000000	2,1734e-004	-3,4043e-002	1,8908e-003	2,6919e-004	
34000,000000	2,1409e-004	-3,0261e-002	1,8184e-003	2,5101e-004	
34100,000000	2,1256e-004	-2,2695e-002	1,7898e-003	2,6689e-004	
34200,000000	2,1524e-004	-3,0261e-002	1,7078e-003	2,3590e-004	
34300,000000	1,9323e-004	-3,0261e-002	1,6888e-003	2,6192e-004	
34400,000000	2,0892e-004	-2,6478e-002	1,6335e-003	2,2212e-004	
