sys2_isoBas_0002.rec ( 6091 Echant/voies ) Période acquisition :100ms
Date :31/08/2023 17:05:14
Temps	y[V]	u[V]	phi[V]	y_avant[V]	
3900,000000	5,9310e-006	-2,2695e-002	-7,9675e-005	-9,5661e-007	
4000,000000	-4,6682e-005	-1,8913e-002	-8,7263e-005	1,7793e-005	
4100,000000	1,6071e-005	-2,2695e-002	-7,9675e-005	-4,0943e-005	
4200,000000	5,7396e-007	-1,8913e-002	-9,4851e-005	-1,2053e-005	
4300,000000	-4,6300e-005	-1,1348e-002	-9,1057e-005	3,8264e-006	
4400,000000	9,3748e-006	-1,8913e-002	-5,6911e-005	-5,1466e-005	
4500,000000	-5,5292e-005	-1,8913e-002	-6,8293e-005	-1,2627e-005	
4600,000000	-4,2473e-005	-1,8913e-002	-7,9675e-005	-1,5114e-005	
4700,000000	1,8176e-005	-2,2695e-002	-4,5529e-005	-2,6594e-005	
4800,000000	-4,1899e-005	-1,8913e-002	-7,5881e-005	-1,1288e-005	
4900,000000	-4,2282e-005	-1,5130e-002	-8,3469e-005	9,5661e-007	
5000,000000	1,9706e-005	-1,5130e-002	-5,6911e-005	-2,7168e-005	
5100,000000	-4,1517e-005	-1,8913e-002	-6,0705e-005	-3,1377e-005	
5200,000000	-8,6095e-006	-1,5130e-002	-1,0623e-004	-2,8698e-006	
5300,000000	8,4182e-006	-3,0261e-002	-4,5529e-005	-4,7256e-005	
5400,000000	-3,7690e-005	-2,6478e-002	-9,4851e-005	-2,6020e-005	
5500,000000	-2,2576e-005	-1,5130e-002	-9,1057e-005	1,7219e-005	
5600,000000	3,4438e-006	-1,5130e-002	-6,8293e-005	-4,1134e-005	
5700,000000	-1,3584e-005	-1,5130e-002	-7,9675e-005	-4,5917e-005	
5800,000000	-2,6976e-005	-1,1348e-002	-1,0623e-004	1,2245e-005	
5900,000000	1,5306e-005	-1,1348e-002	-6,4499e-005	-4,7639e-005	
6000,000000	9,5661e-007	-1,8913e-002	-7,9675e-005	-7,4615e-006	
6100,000000	-4,9170e-005	-2,2695e-002	-1,0244e-004	5,1657e-006	
6200,000000	4,5917e-006	-1,8913e-002	-7,5881e-005	-4,3239e-005	
6300,000000	7,6529e-006	-1,8913e-002	-7,5881e-005	-2,3724e-005	
6400,000000	-4,4004e-005	-1,8913e-002	-9,4851e-005	8,8008e-006	
6500,000000	1,2819e-005	-2,2695e-002	-7,5881e-005	-1,3010e-005	
6600,000000	-3,0420e-005	-2,2695e-002	-5,3117e-005	-2,3150e-005	
6700,000000	-3,6734e-005	-2,2695e-002	-9,4851e-005	6,6963e-006	
6800,000000	3,0611e-006	-2,2695e-002	-7,2087e-005	-1,1479e-006	
6900,000000	-3,4629e-005	-2,2695e-002	-6,4499e-005	-4,6682e-005	
7000,000000	-3,5968e-005	-1,1348e-002	-7,5881e-005	-2,6785e-006	
7100,000000	-2,0663e-005	-2,2695e-002	-7,9675e-005	6,5049e-006	
7200,000000	-1,0140e-005	-1,5130e-002	-4,9323e-005	-4,2473e-005	
7300,000000	-4,6109e-005	-1,5130e-002	-7,5881e-005	4,9744e-006	
7400,000000	-3,0037e-005	-1,5130e-002	-7,5881e-005	-2,3915e-005	
7500,000000	1,5114e-005	-1,5130e-002	-7,2087e-005	-3,2716e-005	
7600,000000	-4,7639e-005	-1,5130e-002	-6,8293e-005	-1,1479e-005	
7700,000000	-5,2805e-005	-1,1348e-002	-9,4851e-005	-1,7410e-005	
7800,000000	9,5661e-006	-2,2695e-002	-5,6911e-005	-2,3150e-005	
7900,000000	-3,5395e-005	-1,8913e-002	-6,0705e-005	-3,9412e-005	
8000,000000	-1,7219e-005	-1,8913e-002	-1,1762e-004	9,5661e-007	
8100,000000	-2,6785e-006	-2,2695e-002	-7,2087e-005	-4,1517e-005	
8200,000000	-5,7396e-007	-1,8913e-002	-7,5881e-005	-4,8978e-005	
8300,000000	-3,9986e-005	-2,2695e-002	-9,4851e-005	1,3775e-005	
8400,000000	-1,4540e-005	-1,8913e-002	-8,3469e-005	-2,7550e-005	
8500,000000	1,6836e-005	-1,8913e-002	-6,4499e-005	-5,1466e-005	
8600,000000	-4,8978e-005	-1,5130e-002	-9,8646e-005	-3,2525e-006	
8700,000000	9,3748e-006	-1,5130e-002	-9,4851e-005	-2,2385e-005	
8800,000000	1,1862e-005	-1,5130e-002	-5,6911e-005	-3,6925e-005	
8900,000000	-5,7205e-005	-2,2695e-002	-8,7263e-005	-1,2053e-005	
9000,000000	-2,6785e-006	-1,1348e-002	-8,3469e-005	-9,5661e-007	
9100,000000	1,6071e-005	-1,8913e-002	-5,6911e-005	-3,4247e-005	
9200,000000	-3,1568e-005	-1,5130e-002	-8,3469e-005	-2,3150e-005	
9300,000000	-4,7830e-006	-1,1348e-002	-9,4851e-005	1,6836e-005	
9400,000000	4,5917e-006	-1,8913e-002	-4,9323e-005	-4,4769e-005	
9500,000000	-1,6454e-005	-1,5130e-002	-8,3469e-005	-2,4872e-006	
9600,000000	-4,4195e-005	-1,8913e-002	-8,3469e-005	3,8264e-006	
9700,000000	1,0331e-005	-1,5130e-002	-8,7263e-005	-3,7499e-005	
9800,000000	-6,6963e-006	3,9959e+001	-1,5935e-004	-1,5114e-005	
9900,000000	9,9487e-006	3,9948e+001	-3,0352e-005	1,2627e-005	
10000,000000	-4,4578e-005	3,9955e+001	4,0976e-004	3,1759e-005	
10100,000000	5,7396e-006	3,9963e+001	1,0092e-003	1,3393e-005	
10200,000000	-4,1517e-005	3,9959e+001	1,6352e-003	7,5955e-005	
10300,000000	9,5661e-007	3,9952e+001	2,2688e-003	6,3327e-005	
10400,000000	-5,7396e-007	3,9940e+001	2,8873e-003	1,2570e-004	
10500,000000	-2,3915e-005	3,9959e+001	3,5019e-003	1,4426e-004	
10600,000000	1,5114e-005	3,9955e+001	4,0634e-003	1,5191e-004	
10700,000000	-5,1466e-005	3,9955e+001	4,6022e-003	2,0051e-004	
10800,000000	-1,8176e-005	3,9948e+001	5,1220e-003	1,5631e-004	
10900,000000	-3,1951e-005	3,9955e+001	5,5469e-003	2,0223e-004	
11000,000000	-1,8941e-005	3,9948e+001	5,9946e-003	2,0950e-004	
11100,000000	2,4680e-005	3,9959e+001	6,4233e-003	2,3207e-004	
11200,000000	-2,5446e-005	3,9959e+001	6,7800e-003	2,8507e-004	
11300,000000	1,7793e-005	3,9955e+001	7,1556e-003	2,4795e-004	
11400,000000	-1,5497e-005	3,9959e+001	7,4667e-003	3,0229e-004	
11500,000000	-4,9170e-005	3,9948e+001	7,7740e-003	2,9406e-004	
11600,000000	1,7410e-005	3,9948e+001	8,0776e-003	2,6115e-004	
11700,000000	-2,6020e-005	3,9952e+001	8,3090e-003	3,4017e-004	
11800,000000	8,0355e-006	3,9959e+001	8,5973e-003	3,1013e-004	
11900,000000	-1,4158e-005	3,9967e+001	8,8477e-003	3,3749e-004	
12000,000000	-1,1097e-005	3,9948e+001	9,0564e-003	3,2869e-004	
12100,000000	2,5828e-005	3,9955e+001	9,2385e-003	3,3462e-004	
12200,000000	-1,7793e-005	3,9955e+001	9,4320e-003	3,8130e-004	
12300,000000	2,3150e-005	3,9963e+001	9,6028e-003	3,5146e-004	
12400,000000	3,2525e-005	3,9948e+001	9,7659e-003	3,8379e-004	
12500,000000	-1,7028e-005	3,9955e+001	9,9328e-003	4,1192e-004	
12600,000000	5,2805e-005	3,9952e+001	1,0088e-002	3,6026e-004	
12700,000000	3,6351e-006	3,9955e+001	1,0210e-002	4,2569e-004	
12800,000000	-9,1834e-006	3,9948e+001	1,0350e-002	3,9049e-004	
12900,000000	3,7116e-005	3,9959e+001	1,0475e-002	3,6791e-004	
13000,000000	-8,0355e-006	3,9955e+001	1,0559e-002	4,2473e-004	
13100,000000	4,7639e-005	3,9959e+001	1,0680e-002	3,7786e-004	
13200,000000	4,1517e-005	3,9955e+001	1,0760e-002	4,3277e-004	
13300,000000	4,1517e-005	3,9959e+001	1,0862e-002	4,4348e-004	
13400,000000	5,6440e-005	3,9959e+001	1,0976e-002	4,3774e-004	
13500,000000	-7,2702e-006	3,9959e+001	1,1045e-002	4,6300e-004	
13600,000000	1,0714e-005	3,9948e+001	1,1143e-002	4,1000e-004	
13700,000000	1,4540e-005	3,9959e+001	1,1200e-002	4,1479e-004	
13800,000000	1,0714e-005	3,9952e+001	1,1246e-002	4,2837e-004	
13900,000000	7,2511e-005	3,9952e+001	1,1352e-002	4,1479e-004	
14000,000000	2,3724e-005	3,9944e+001	1,1401e-002	4,7888e-004	
14100,000000	6,3519e-005	3,9952e+001	1,1473e-002	4,3698e-004	
14200,000000	6,3710e-005	3,9959e+001	1,1523e-002	4,7410e-004	
14300,000000	1,5306e-006	3,9948e+001	1,1583e-002	4,7754e-004	
14400,000000	6,5432e-005	3,9967e+001	1,1671e-002	4,1995e-004	
14500,000000	2,1811e-005	3,9955e+001	1,1671e-002	4,8691e-004	
14600,000000	4,4004e-005	3,9944e+001	1,1739e-002	4,4272e-004	
14700,000000	3,9030e-005	3,9952e+001	1,1803e-002	4,6644e-004	
14800,000000	3,4247e-005	3,9955e+001	1,1841e-002	4,6625e-004	
14900,000000	9,0495e-005	3,9963e+001	1,1894e-002	4,5955e-004	
15000,000000	2,5446e-005	3,9952e+001	1,1921e-002	5,0547e-004	
15100,000000	7,5189e-005	3,9955e+001	1,2001e-002	4,5630e-004	
15200,000000	4,8596e-005	3,9967e+001	1,1997e-002	5,0815e-004	
15300,000000	3,7882e-005	3,9952e+001	1,2054e-002	4,7850e-004	
15400,000000	6,6197e-005	3,9952e+001	1,2088e-002	4,7467e-004	
15500,000000	3,1568e-005	3,9955e+001	1,2111e-002	4,9571e-004	
15600,000000	9,3556e-005	3,9944e+001	1,2149e-002	4,7639e-004	
15700,000000	3,9986e-005	3,9952e+001	1,2164e-002	5,2767e-004	
15800,000000	9,2408e-005	3,9952e+001	1,2221e-002	4,7218e-004	
15900,000000	4,6682e-005	3,9955e+001	1,2224e-002	5,2307e-004	
16000,000000	5,4144e-005	3,9955e+001	1,2270e-002	4,8041e-004	
16100,000000	5,8162e-005	3,9948e+001	1,2304e-002	4,9992e-004	
16200,000000	7,0598e-005	3,9955e+001	1,2308e-002	4,9304e-004	
16300,000000	1,0714e-004	3,9944e+001	1,2331e-002	5,1236e-004	
16400,000000	3,4821e-005	3,9952e+001	1,2361e-002	5,3857e-004	
16500,000000	1,0178e-004	3,9955e+001	1,2418e-002	4,7199e-004	
16600,000000	4,1899e-005	3,9948e+001	1,2376e-002	5,3073e-004	
16700,000000	8,5903e-005	3,9955e+001	1,2429e-002	4,8347e-004	
16800,000000	5,1848e-005	3,9967e+001	1,2445e-002	5,2480e-004	
16900,000000	9,8913e-005	3,9959e+001	1,2471e-002	4,9246e-004	
17000,000000	9,5852e-005	3,9955e+001	1,2467e-002	5,4259e-004	
17100,000000	4,7065e-005	3,9948e+001	1,2536e-002	5,2365e-004	
17200,000000	7,4998e-005	3,9940e+001	1,2532e-002	4,9399e-004	
17300,000000	5,9310e-005	3,9955e+001	1,2536e-002	5,0949e-004	
17400,000000	1,0733e-004	3,9959e+001	1,2566e-002	5,0566e-004	
17500,000000	7,8442e-005	3,9955e+001	1,2574e-002	5,5292e-004	
17600,000000	1,3106e-004	3,9952e+001	1,2627e-002	5,2824e-004	
17700,000000	5,7396e-005	3,9952e+001	1,2619e-002	5,5828e-004	
17800,000000	1,0197e-004	3,9944e+001	1,2657e-002	5,0853e-004	
17900,000000	6,4858e-005	3,9955e+001	1,2630e-002	5,5292e-004	
18000,000000	1,1097e-004	3,9952e+001	1,2680e-002	5,0911e-004	
18100,000000	8,2460e-005	3,9948e+001	1,2672e-002	5,6038e-004	
18200,000000	1,3239e-004	3,9948e+001	1,2684e-002	5,1733e-004	
18300,000000	7,6529e-005	3,9952e+001	1,2695e-002	5,6459e-004	
18400,000000	1,1498e-004	3,9959e+001	1,2740e-002	5,2020e-004	
18500,000000	1,1537e-004	3,9959e+001	1,2718e-002	5,6823e-004	
18600,000000	1,2876e-004	3,9952e+001	1,2756e-002	5,5254e-004	
18700,000000	8,9539e-005	3,9955e+001	1,2786e-002	5,7339e-004	
18800,000000	8,1120e-005	3,9959e+001	1,2790e-002	5,1886e-004	
18900,000000	8,4947e-005	3,9959e+001	1,2775e-002	5,2900e-004	
19000,000000	1,0446e-004	3,9955e+001	1,2775e-002	5,2250e-004	
19100,000000	1,4234e-004	3,9955e+001	1,2816e-002	5,5215e-004	
19200,000000	8,0546e-005	3,9952e+001	1,2809e-002	5,8296e-004	
19300,000000	1,4368e-004	3,9955e+001	1,2858e-002	5,3073e-004	
19400,000000	6,9067e-005	3,9948e+001	1,2847e-002	5,8334e-004	
19500,000000	1,0944e-004	3,9944e+001	1,2900e-002	5,2020e-004	
19600,000000	8,0355e-005	3,9959e+001	1,2858e-002	5,6134e-004	
19700,000000	1,1192e-004	3,9959e+001	1,2873e-002	5,2977e-004	
19800,000000	1,5000e-004	3,9955e+001	1,2888e-002	5,7339e-004	
19900,000000	8,4564e-005	3,9955e+001	1,2892e-002	5,9654e-004	
20000,000000	1,4502e-004	3,9948e+001	1,2934e-002	5,3073e-004	
20100,000000	7,4807e-005	3,9955e+001	1,2915e-002	5,9195e-004	
20200,000000	1,2952e-004	3,9952e+001	1,2953e-002	5,2786e-004	
20300,000000	8,4564e-005	3,9952e+001	1,2938e-002	5,7454e-004	
20400,000000	1,3163e-004	3,9955e+001	1,2964e-002	5,3685e-004	
20500,000000	1,5172e-004	3,9952e+001	1,2968e-002	5,8143e-004	
20600,000000	9,3174e-005	3,9959e+001	1,2987e-002	5,9520e-004	
20700,000000	1,6071e-004	3,9959e+001	1,3010e-002	5,4106e-004	
20800,000000	8,7434e-005	3,9952e+001	1,2998e-002	6,0075e-004	
20900,000000	1,2455e-004	3,9955e+001	1,3025e-002	5,3302e-004	
21000,000000	9,8339e-005	3,9955e+001	1,3014e-002	5,7033e-004	
21100,000000	1,2876e-004	3,9952e+001	1,3010e-002	5,4814e-004	
21200,000000	1,5650e-004	3,9955e+001	1,3033e-002	5,8047e-004	
21300,000000	1,0178e-004	3,9963e+001	1,3052e-002	6,0898e-004	
21400,000000	1,6435e-004	3,9955e+001	1,3074e-002	5,5349e-004	
21500,000000	9,9105e-005	3,9963e+001	1,3067e-002	6,0783e-004	
21600,000000	1,1977e-004	3,9952e+001	1,3105e-002	5,5254e-004	
21700,000000	1,0963e-004	3,9967e+001	1,3071e-002	5,8066e-004	
21800,000000	1,2379e-004	3,9955e+001	1,3093e-002	5,5981e-004	
21900,000000	1,7257e-004	3,9955e+001	1,3093e-002	5,7817e-004	
22000,000000	1,1671e-004	3,9952e+001	1,3093e-002	6,1893e-004	
22100,000000	1,7066e-004	3,9955e+001	1,3143e-002	5,7167e-004	
22200,000000	1,1403e-004	3,9959e+001	1,3139e-002	6,2103e-004	
22300,000000	1,1862e-004	3,9963e+001	1,3154e-002	5,6631e-004	
22400,000000	1,1307e-004	3,9952e+001	1,3150e-002	5,7090e-004	
22500,000000	1,1785e-004	3,9963e+001	1,3146e-002	5,6229e-004	
22600,000000	1,7736e-004	3,9963e+001	1,3165e-002	5,7263e-004	
22700,000000	1,3622e-004	3,9955e+001	1,3158e-002	6,1854e-004	
22800,000000	1,7353e-004	3,9963e+001	1,3184e-002	5,8449e-004	
22900,000000	1,2799e-004	3,9952e+001	1,3211e-002	6,2409e-004	
23000,000000	1,1307e-004	3,9948e+001	1,3207e-002	5,8315e-004	
23100,000000	1,4024e-004	3,9959e+001	1,3219e-002	5,6287e-004	
23200,000000	1,1154e-004	3,9952e+001	1,3192e-002	5,8831e-004	
23300,000000	1,7850e-004	3,9963e+001	1,3234e-002	5,6363e-004	
23400,000000	1,5708e-004	3,9955e+001	1,3203e-002	6,2945e-004	
23500,000000	1,6473e-004	3,9952e+001	1,3275e-002	6,1070e-004	
23600,000000	1,5019e-004	3,9959e+001	1,3264e-002	6,2620e-004	
23700,000000	1,1288e-004	3,9959e+001	1,3272e-002	5,9979e-004	
23800,000000	1,7353e-004	3,9955e+001	1,3275e-002	5,6650e-004	
23900,000000	1,1766e-004	3,9948e+001	1,3260e-002	6,1816e-004	
24000,000000	1,8252e-004	3,9963e+001	1,3283e-002	5,7569e-004	
24100,000000	1,5574e-004	3,9959e+001	1,3264e-002	6,3576e-004	
24200,000000	1,6913e-004	3,9944e+001	1,3317e-002	6,1032e-004	
24300,000000	1,4273e-004	3,9955e+001	1,3317e-002	6,2313e-004	
24400,000000	1,2149e-004	3,9963e+001	1,3332e-002	5,9597e-004	
24500,000000	1,4464e-004	3,9959e+001	1,3321e-002	5,8678e-004	
24600,000000	1,3737e-004	3,9955e+001	1,3310e-002	5,9291e-004	
24700,000000	1,9496e-004	3,9955e+001	1,3325e-002	6,0247e-004	
24800,000000	1,4426e-004	3,9959e+001	1,3329e-002	6,4724e-004	
24900,000000	1,8003e-004	3,9955e+001	1,3370e-002	5,9501e-004	
25000,000000	1,3048e-004	3,9952e+001	1,3347e-002	6,3634e-004	
25100,000000	1,4674e-004	3,9955e+001	1,3374e-002	5,8870e-004	
25200,000000	1,1996e-004	3,9952e+001	1,3355e-002	6,1376e-004	
25300,000000	1,6779e-004	3,9967e+001	1,3370e-002	5,7856e-004	
25400,000000	1,9075e-004	3,9959e+001	1,3378e-002	6,3710e-004	
25500,000000	1,2685e-004	3,9952e+001	1,3401e-002	6,3921e-004	
25600,000000	1,8309e-004	3,9963e+001	1,3408e-002	5,8831e-004	
25700,000000	1,2379e-004	3,9955e+001	1,3397e-002	6,2849e-004	
25800,000000	1,8845e-004	3,9955e+001	1,3420e-002	5,8812e-004	
25900,000000	1,3412e-004	3,9948e+001	1,3385e-002	6,4801e-004	
26000,000000	1,9266e-004	3,9952e+001	1,3435e-002	6,0821e-004	
26100,000000	1,4655e-004	3,9948e+001	1,3397e-002	6,4571e-004	
26200,000000	1,6205e-004	3,9952e+001	1,3454e-002	5,9979e-004	
26300,000000	1,3335e-004	3,9952e+001	1,3408e-002	6,3519e-004	
26400,000000	1,7908e-004	3,9959e+001	1,3431e-002	5,7798e-004	
26500,000000	1,7678e-004	3,9963e+001	1,3431e-002	6,4208e-004	
26600,000000	1,8558e-004	3,9955e+001	1,3446e-002	6,2964e-004	
26700,000000	1,8807e-004	3,9959e+001	1,3454e-002	6,5183e-004	
26800,000000	1,4407e-004	3,9940e+001	1,3492e-002	6,5202e-004	
26900,000000	1,9878e-004	3,9959e+001	1,3499e-002	6,0649e-004	
27000,000000	1,2532e-004	3,9952e+001	1,3469e-002	6,5049e-004	
27100,000000	1,9132e-004	3,9944e+001	1,3499e-002	5,8889e-004	
27200,000000	1,9132e-004	3,9967e+001	1,3484e-002	6,3251e-004	
27300,000000	1,8309e-004	3,9955e+001	1,3503e-002	6,5260e-004	
27400,000000	2,0701e-004	3,9963e+001	1,3514e-002	6,4208e-004	
27500,000000	1,5267e-004	3,9955e+001	1,3522e-002	6,6159e-004	
27600,000000	1,5841e-004	3,9952e+001	1,3552e-002	6,2103e-004	
27700,000000	1,5287e-004	3,9959e+001	1,3526e-002	6,1625e-004	
27800,000000	1,4253e-004	3,9963e+001	1,3526e-002	6,1663e-004	
27900,000000	2,0433e-004	3,9948e+001	1,3552e-002	6,0783e-004	
28000,000000	1,5057e-004	3,9955e+001	1,3533e-002	6,5853e-004	
28100,000000	1,7487e-004	3,9952e+001	1,3545e-002	6,1778e-004	
28200,000000	2,1562e-004	3,9952e+001	1,3560e-002	6,3136e-004	
28300,000000	1,5172e-004	3,9952e+001	1,3556e-002	6,7020e-004	
28400,000000	2,0567e-004	3,9955e+001	1,3605e-002	6,1835e-004	
28500,000000	1,8099e-004	3,9963e+001	1,3571e-002	6,6312e-004	
28600,000000	1,5841e-004	3,9955e+001	1,3583e-002	6,4609e-004	
28700,000000	2,1198e-004	3,9955e+001	1,3598e-002	6,2007e-004	
28800,000000	1,5382e-004	6,5476e+000	1,3662e-002	6,5241e-004	
28900,000000	2,0892e-004	-7,5652e-002	1,3533e-002	6,2658e-004	
29000,000000	1,7582e-004	0,0000e+000	1,3158e-002	5,8812e-004	
29100,000000	1,5669e-004	-3,7826e-003	1,2600e-002	6,1146e-004	
29200,000000	2,0491e-004	-3,0261e-002	1,2065e-002	5,6956e-004	
29300,000000	1,6760e-004	-1,8913e-002	1,1450e-002	5,1159e-004	
29400,000000	1,6148e-004	-1,5130e-002	1,0840e-002	5,3302e-004	
29500,000000	1,7257e-004	-1,8913e-002	1,0305e-002	5,1714e-004	
29600,000000	1,9591e-004	-2,2695e-002	9,7356e-003	4,4521e-004	
29700,000000	1,5000e-004	-1,5130e-002	9,1892e-003	4,8366e-004	
29800,000000	1,6951e-004	-1,5130e-002	8,7415e-003	4,3851e-004	
29900,000000	2,1466e-004	-2,2695e-002	8,2786e-003	4,0809e-004	
30000,000000	1,5593e-004	-1,5130e-002	7,8082e-003	4,1938e-004	
30100,000000	1,6377e-004	-1,8913e-002	7,3756e-003	4,0732e-004	
30200,000000	2,1677e-004	-1,8913e-002	7,0114e-003	3,7499e-004	
30300,000000	1,8176e-004	-1,8913e-002	6,6510e-003	3,3940e-004	
30400,000000	1,7391e-004	-1,5130e-002	6,2678e-003	3,8857e-004	
30500,000000	1,8903e-004	-1,5130e-002	5,9946e-003	3,1128e-004	
30600,000000	1,9209e-004	-1,5130e-002	5,6683e-003	2,9865e-004	
30700,000000	1,4732e-004	-1,5130e-002	5,3686e-003	3,4170e-004	
30800,000000	1,6664e-004	-3,7826e-003	5,1030e-003	3,0152e-004	
30900,000000	2,1103e-004	-2,6478e-002	4,8943e-003	2,8603e-004	
31000,000000	1,4923e-004	-1,1348e-002	4,6363e-003	3,0745e-004	
31100,000000	1,9534e-004	-1,5130e-002	4,3708e-003	3,0478e-004	
31200,000000	2,1638e-004	-1,5130e-002	4,2152e-003	2,5886e-004	
31300,000000	1,5478e-004	-2,2695e-002	3,9838e-003	2,5121e-004	
31400,000000	1,7066e-004	-3,0261e-002	3,7979e-003	2,8622e-004	
31500,000000	1,7678e-004	-2,2695e-002	3,6764e-003	2,3380e-004	
31600,000000	1,8290e-004	-2,2695e-002	3,4867e-003	2,1581e-004	
31700,000000	1,4024e-004	-1,8913e-002	3,3122e-003	2,6441e-004	
31800,000000	1,8233e-004	-1,8913e-002	3,1794e-003	2,3915e-004	
31900,000000	2,0204e-004	-2,6478e-002	3,0846e-003	2,1868e-004	
32000,000000	1,4502e-004	-1,8913e-002	2,9100e-003	2,2346e-004	
32100,000000	1,7200e-004	-1,8913e-002	2,7659e-003	2,6096e-004	
32200,000000	1,7965e-004	-2,2695e-002	2,6938e-003	2,2021e-004	
32300,000000	1,9534e-004	-2,2695e-002	2,5800e-003	1,8539e-004	
32400,000000	1,4043e-004	-1,5130e-002	2,4775e-003	2,2672e-004	
32500,000000	1,7449e-004	-1,8913e-002	2,3561e-003	2,3131e-004	
32600,000000	1,7984e-004	-1,1348e-002	2,3068e-003	1,7946e-004	
32700,000000	1,6779e-004	-1,1348e-002	2,2157e-003	1,7276e-004	
32800,000000	1,2111e-004	-1,8913e-002	2,1361e-003	2,1600e-004	
32900,000000	1,3048e-004	-7,5652e-003	2,0564e-003	2,2212e-004	
33000,000000	1,7678e-004	-1,8913e-002	2,0071e-003	2,2270e-004	
33100,000000	1,6741e-004	-1,8913e-002	1,9198e-003	1,7181e-004	
33200,000000	1,2340e-004	-1,8913e-002	1,8287e-003	2,0644e-004	
33300,000000	1,2838e-004	-1,8913e-002	1,7529e-003	2,1294e-004	
33400,000000	1,5554e-004	-1,5130e-002	1,7339e-003	2,1275e-004	
33500,000000	1,7372e-004	-1,8913e-002	1,6846e-003	1,5554e-004	
33600,000000	1,7965e-004	-2,2695e-002	1,6314e-003	1,6645e-004	
33700,000000	1,2436e-004	-1,1348e-002	1,5821e-003	1,6281e-004	
33800,000000	1,0714e-004	-1,8913e-002	1,4911e-003	2,0969e-004	
33900,000000	1,8233e-004	-1,5130e-002	1,4645e-003	1,7544e-004	
34000,000000	1,7028e-004	-1,5130e-002	1,4493e-003	1,5975e-004	
34100,000000	1,5994e-004	-1,8913e-002	1,3772e-003	1,4713e-004	
34200,000000	1,1938e-004	-1,1348e-002	1,3317e-003	1,7984e-004	
34300,000000	1,1460e-004	-1,5130e-002	1,2710e-003	2,0108e-004	
